borough,zip_code,latitude,longitude,location,on_street_name,cross_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,collision_id,vehicle_type_code_1,vehicle_type_code_2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5,crash_datetime,hour,day_of_week,month,location_string,all_factors,vehicle_types
MANHATTAN,10032,40.83728,-73.94093,"(40.83728, -73.94093)",,,0,0,0,0,0,0,0,0,Unspecified,,,,,4487405,Station Wagon/Sport Utility Vehicle,,,,,2021-12-18 10:00:00,10,Saturday,12,544       WEST 163 STREET,['Unspecified'],['Station Wagon/Sport Utility Vehicle']
,,40.834198,-73.85169,"(40.834198, -73.85169)",WESTCHESTER AVENUE,CASTLE HILL AVENUE,1,0,1,0,0,0,0,0,Unspecified,,,,,4488188,Station Wagon/Sport Utility Vehicle,,,,,2021-12-12 19:56:00,19,Sunday,12,WESTCHESTER AVENUE_CASTLE HILL AVENUE,['Unspecified'],['Station Wagon/Sport Utility Vehicle']
BROOKLYN,11211,40.713215,-73.93828,"(40.713215, -73.93828)",,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4487899,Sedan,,,,,2021-12-18 11:00:00,11,Saturday,12,283       POWERS STREET,"['Passing Too Closely', 'Unspecified']",['Sedan']
QUEENS,11370,40.76815,-73.89714,"(40.76815, -73.89714)",DITMARS BOULEVARD,72 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4487646,Sedan,Sedan,,,,2021-12-18 18:54:00,18,Saturday,12,DITMARS BOULEVARD_72 STREET,"['Driver Inattention/Distraction', 'Unspecified']","['Sedan', 'Sedan']"
,,40.668507,-73.92561,"(40.668507, -73.92561)",EASTERN PARKWAY,,1,0,0,0,1,0,0,0,View Obstructed/Limited,Driver Inattention/Distraction,,,,4488143,Sedan,Bike,,,,2021-12-16 07:50:00,7,Thursday,12,EASTERN PARKWAY,"['View Obstructed/Limited', 'Driver Inattention/Distraction']","['Sedan', 'Bike']"
MANHATTAN,10028,40.772705,-73.949486,"(40.772705, -73.949486)",EAST 81 STREET,YORK AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4488280,Sedan,Box Truck,,,,2021-12-15 13:20:00,13,Wednesday,12,EAST 81 STREET_YORK AVENUE,"['Driver Inattention/Distraction', 'Unspecified']","['Sedan', 'Box Truck']"
,,40.699512,-73.81461,"(40.699512, -73.81461)",91 AVENUE,VANWYCK EXPRESSWAY,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4487490,AMBULANCE,Station Wagon/Sport Utility Vehicle,,,,2021-12-18 05:00:00,5,Saturday,12,91 AVENUE_VANWYCK EXPRESSWAY,"['Driver Inattention/Distraction', 'Unspecified']","['AMBULANCE', 'Station Wagon/Sport Utility Vehicle']"
MANHATTAN,10007,40.715984,-74.010254,"(40.715984, -74.010254)",,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4487537,Sedan,,,,,2021-12-18 07:10:00,7,Saturday,12,157       CHAMBERS STREET,"['Following Too Closely', 'Unspecified']",['Sedan']
,,,,,WEST 41 STREET,GALVIN AVENUE,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4488042,Sedan,Pick-up Truck,,,,2021-12-18 22:30:00,22,Saturday,12,WEST 41 STREET_GALVIN AVENUE,"['Turning Improperly', 'Unspecified']","['Sedan', 'Pick-up Truck']"
,,,,,LIBERTY AVENUE,VANWYCK EXPRESSWAY,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4487974,Sedan,Station Wagon/Sport Utility Vehicle,,,,2021-12-18 17:30:00,17,Saturday,12,LIBERTY AVENUE_VANWYCK EXPRESSWAY,"['Traffic Control Disregarded', 'Unspecified']","['Sedan', 'Station Wagon/Sport Utility Vehicle']"
,,,,,WEST 155 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4487998,Sedan,Sedan,,,,2021-12-18 15:40:00,15,Saturday,12,WEST 155 STREET,['Unspecified'],"['Sedan', 'Sedan']"
MANHATTAN,10019,40.761036,-73.98702,"(40.761036, -73.98702)",8 AVENUE,WEST 48 STREET,0,0,0,0,0,0,0,0,Drugs (illegal),Unspecified,Unspecified,,,4424505,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,,2021-06-06 20:00:00,20,Sunday,6,8 AVENUE_WEST 48 STREET,"['Drugs (illegal)', 'Unspecified']","['Sedan', 'Sedan', 'Station Wagon/Sport Utility Vehicle']"
QUEENS,11106,40.758125,-73.928505,"(40.758125, -73.928505)",31 STREET,35 AVENUE,1,1,0,0,0,0,1,1,Traffic Control Disregarded,Unspecified,,,,4451296,Station Wagon/Sport Utility Vehicle,Motorcycle,,,,2021-08-21 08:07:00,8,Saturday,8,31 STREET_35 AVENUE,"['Traffic Control Disregarded', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Motorcycle']"
,,40.842346,-73.93119,"(40.842346, -73.93119)",HARLEM RIVER DRIVE,,0,1,0,0,0,0,0,1,Unspecified,,,,,4454052,Sedan,,,,,2021-09-05 03:37:00,3,Sunday,9,HARLEM RIVER DRIVE,['Unspecified'],['Sedan']
BROOKLYN,11233,40.675716,-73.9142,"(40.675716, -73.9142)",,,0,1,0,1,0,0,0,0,Driver Inexperience,,,,,4456041,Station Wagon/Sport Utility Vehicle,,,,,2021-08-24 21:23:00,21,Tuesday,8,2185      PACIFIC STREET,['Driver Inexperience'],['Station Wagon/Sport Utility Vehicle']
BRONX,10453,40.855137,-73.90836,"(40.855137, -73.90836)",GRAND AVENUE,WEST 180 STREET,1,0,0,0,0,0,1,0,Other Vehicular,Unspecified,,,,4456843,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2021-09-13 07:51:00,7,Monday,9,GRAND AVENUE_WEST 180 STREET,"['Other Vehicular', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle']"
BROOKLYN,11221,40.68934,-73.917854,"(40.68934, -73.917854)",,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4485817,Station Wagon/Sport Utility Vehicle,,,,,2021-12-10 07:35:00,7,Friday,12,1143      BUSHWICK AVENUE,['Driver Inattention/Distraction'],['Station Wagon/Sport Utility Vehicle']
MANHATTAN,10035,40.80256,-73.943,"(40.80256, -73.943)",EAST 120 STREET,MADISON AVENUE,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,4485183,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2021-11-28 22:29:00,22,Sunday,11,EAST 120 STREET_MADISON AVENUE,['Unspecified'],"['Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle']"
,,40.73978,-73.97951,"(40.73978, -73.97951)",2 AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4485709,Station Wagon/Sport Utility Vehicle,,,,,2021-12-08 09:20:00,9,Wednesday,12,2 AVENUE,['Driver Inattention/Distraction'],['Station Wagon/Sport Utility Vehicle']
BROOKLYN,11230,40.61214,-73.96657,"(40.61214, -73.96657)",,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4485617,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2021-12-10 09:59:00,9,Friday,12,709       AVENUE O,['Unspecified'],"['Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle']"
,,40.839924,-73.93286,"(40.839924, -73.93286)",HARLEM RIVER DRIVE,,0,0,0,0,0,0,0,0,Other Vehicular,Following Too Closely,,,,4485552,Sedan,,,,,2021-12-07 00:32:00,0,Tuesday,12,HARLEM RIVER DRIVE,"['Other Vehicular', 'Following Too Closely']",['Sedan']
MANHATTAN,10032,40.841152,-73.942696,"(40.841152, -73.942696)",,,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,4484928,Sedan,,,,,2021-12-08 00:00:00,0,Wednesday,12,177       FORT WASHINGTON AVENUE,['Backing Unsafely'],['Sedan']
BROOKLYN,11204,40.619892,-73.98372,"(40.619892, -73.98372)",,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4485529,Station Wagon/Sport Utility Vehicle,,,,,2021-12-09 19:00:00,19,Thursday,12,1967      60 STREET,"['Backing Unsafely', 'Unspecified']",['Station Wagon/Sport Utility Vehicle']
QUEENS,11416,40.683647,-73.856384,"(40.683647, -73.856384)",ROCKAWAY BOULEVARD,84 STREET,1,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4484642,Sedan,E-Bike,,,,2021-12-08 07:25:00,7,Wednesday,12,ROCKAWAY BOULEVARD_84 STREET,"['Traffic Control Disregarded', 'Unspecified']","['Sedan', 'E-Bike']"
MANHATTAN,10040,40.8614,-73.92527,"(40.8614, -73.92527)",NAGLE AVENUE,HILLSIDE AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4485773,Station Wagon/Sport Utility Vehicle,Sedan,,,,2021-12-05 21:32:00,21,Sunday,12,NAGLE AVENUE_HILLSIDE AVENUE,"['Backing Unsafely', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Sedan']"
MANHATTAN,10017,40.752388,-73.974304,"(40.752388, -73.974304)",,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4484806,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2021-12-08 21:49:00,21,Wednesday,12,150       EAST 44 STREET,"['Driver Inattention/Distraction', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle']"
,,40.751442,-73.97606,"(40.751442, -73.97606)",EAST 42 STREET,,0,0,0,0,0,0,0,0,Failure to Keep Right,Unspecified,,,,4484963,Box Truck,Box Truck,,,,2021-12-09 09:30:00,9,Thursday,12,EAST 42 STREET,"['Failure to Keep Right', 'Unspecified']","['Box Truck', 'Box Truck']"
,,40.778095,-73.9783,"(40.778095, -73.9783)",WEST 73 STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4485233,Box Truck,Sedan,,,,2021-12-10 13:17:00,13,Friday,12,WEST 73 STREET,"['Passing Too Closely', 'Unspecified']","['Box Truck', 'Sedan']"
,,,,,BROOKLYN BATTERY TUNNEL,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4485161,Station Wagon/Sport Utility Vehicle,Sedan,,,,2021-12-09 07:25:00,7,Thursday,12,BROOKLYN BATTERY TUNNEL,"['Following Too Closely', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Sedan']"
BROOKLYN,11201,40.68726,-73.98777,"(40.68726, -73.98777)",,,0,0,0,0,0,0,0,0,Unspecified,,,,,4485294,Station Wagon/Sport Utility Vehicle,,,,,2021-12-10 07:30:00,7,Friday,12,334       PACIFIC STREET,['Unspecified'],['Station Wagon/Sport Utility Vehicle']
,,40.837425,-73.92037,"(40.837425, -73.92037)",WEST 169 STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4485480,,,,,,2021-12-05 00:03:00,0,Sunday,12,WEST 169 STREET,['Failure to Yield Right-of-Way'],[]
BROOKLYN,11230,40.61831,-73.95499,"(40.61831, -73.95499)",,,1,0,0,0,0,0,1,0,,,,,,4485524,,,,,,2021-12-06 10:37:00,10,Monday,12,1781      OCEAN AVENUE,[],[]
BROOKLYN,11212,40.65474,-73.90693,"(40.65474, -73.90693)",ROCKAWAY AVENUE,LINDEN BOULEVARD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,View Obstructed/Limited,,,,4485550,Sedan,Sedan,,,,2021-12-10 07:23:00,7,Friday,12,ROCKAWAY AVENUE_LINDEN BOULEVARD,"['Driver Inattention/Distraction', 'View Obstructed/Limited']","['Sedan', 'Sedan']"
QUEENS,11378,40.724888,-73.89899,"(40.724888, -73.89899)",PERRY AVENUE,HAMILTON PLACE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,4484911,Sedan,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Sedan,,2021-12-09 00:40:00,0,Thursday,12,PERRY AVENUE_HAMILTON PLACE,['Unspecified'],"['Sedan', 'Station Wagon/Sport Utility Vehicle', 'Pick-up Truck', 'Sedan']"
QUEENS,11105,40.782284,-73.9127,"(40.782284, -73.9127)",,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4485358,Motorcycle,,,,,2021-12-05 21:10:00,21,Sunday,12,20-63     23 STREET,"['Driver Inattention/Distraction', 'Unspecified']",['Motorcycle']
QUEENS,11434,40.68999,-73.78327,"(40.68999, -73.78327)",166 STREET,LINDEN BOULEVARD,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4484754,Sedan,,,,,2021-12-08 17:10:00,17,Wednesday,12,166 STREET_LINDEN BOULEVARD,"['Passing Too Closely', 'Unspecified']",['Sedan']
QUEENS,11362,40.76453,-73.74086,"(40.76453, -73.74086)",245 STREET,ALAMEDA AVENUE,0,0,0,0,0,0,0,0,Accelerator Defective,Unspecified,,,,4485088,Station Wagon/Sport Utility Vehicle,Sedan,,,,2021-12-08 22:45:00,22,Wednesday,12,245 STREET_ALAMEDA AVENUE,"['Accelerator Defective', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Sedan']"
BRONX,10459,40.82101,-73.897385,"(40.82101, -73.897385)",,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4485319,Station Wagon/Sport Utility Vehicle,Van,,,,2021-12-10 10:00:00,10,Friday,12,919       EAST 163 STREET,"['Driver Inattention/Distraction', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Van']"
BROOKLYN,11220,40.642548,-74.016655,"(40.642548, -74.016655)",4 AVENUE,57 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4485068,Station Wagon/Sport Utility Vehicle,,,,,2021-12-09 21:09:00,21,Thursday,12,4 AVENUE_57 STREET,['Unspecified'],['Station Wagon/Sport Utility Vehicle']
,,40.658875,-73.94753,"(40.658875, -73.94753)",NEW YORK AVENUE,,2,0,0,0,0,0,2,0,Unsafe Lane Changing,Unspecified,Unspecified,,,4487394,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,,2021-12-18 12:53:00,12,Saturday,12,NEW YORK AVENUE,"['Unsafe Lane Changing', 'Unspecified']","['Sedan', 'Sedan', 'Station Wagon/Sport Utility Vehicle']"
,,40.707027,-73.9236,"(40.707027, -73.9236)",WYCKOFF AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4458345,Tow Truck / Wrecker,Ambulance,,,,2021-09-14 12:38:00,12,Tuesday,9,WYCKOFF AVENUE,"['Passing Too Closely', 'Unspecified']","['Tow Truck / Wrecker', 'Ambulance']"
BROOKLYN,11211,40.714066,-73.94938,"(40.714066, -73.94938)",LORIMER STREET,METROPOLITAN AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4457596,Pick-up Truck,Bus,,,,2021-09-15 12:45:00,12,Wednesday,9,LORIMER STREET_METROPOLITAN AVENUE,['Unspecified'],"['Pick-up Truck', 'Bus']"
QUEENS,11421,40.689842,-73.850075,"(40.689842, -73.850075)",WOODHAVEN BOULEVARD,91 AVENUE,1,0,0,0,0,0,1,0,Turning Improperly,,,,,4458637,Station Wagon/Sport Utility Vehicle,,,,,2021-09-12 03:21:00,3,Sunday,9,WOODHAVEN BOULEVARD_91 AVENUE,['Turning Improperly'],['Station Wagon/Sport Utility Vehicle']
QUEENS,11106,40.755398,-73.93182,"(40.755398, -73.93182)",30 STREET,37 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4458325,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,,2021-09-09 00:34:00,0,Thursday,9,30 STREET_37 AVENUE,"['Driver Inattention/Distraction', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle', 'Sedan']"
MANHATTAN,10019,40.76979,-73.988075,"(40.76979, -73.988075)",WEST 58 STREET,10 AVENUE,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4458048,Station Wagon/Sport Utility Vehicle,Sedan,,,,2021-09-09 18:05:00,18,Thursday,9,WEST 58 STREET_10 AVENUE,"['Failure to Yield Right-of-Way', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Sedan']"
BRONX,10451,40.811245,-73.92753,"(40.811245, -73.92753)",,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4457697,Sedan,Box Truck,,,,2021-09-15 18:32:00,18,Wednesday,9,260       EAST 138 STREET,['Unspecified'],"['Sedan', 'Box Truck']"
,,40.61427,-74.156654,"(40.61427, -74.156654)",STATEN ISLAND EXPRESSWAY,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4458559,Sedan,Station Wagon/Sport Utility Vehicle,,,,2021-09-15 23:55:00,23,Wednesday,9,STATEN ISLAND EXPRESSWAY,"['Following Too Closely', 'Unspecified']","['Sedan', 'Station Wagon/Sport Utility Vehicle']"
BROOKLYN,11217,40.683514,-73.97596,"(40.683514, -73.97596)",ATLANTIC AVENUE,FORT GREENE PLACE,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4457643,Sedan,Sedan,,,,2021-09-15 11:35:00,11,Wednesday,9,ATLANTIC AVENUE_FORT GREENE PLACE,"['Following Too Closely', 'Unspecified']","['Sedan', 'Sedan']"
,,40.727295,-73.81281,"(40.727295, -73.81281)",KISSENA BOULEVARD,73 AVENUE,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4458162,Sedan,,,,,2021-09-17 16:15:00,16,Friday,9,KISSENA BOULEVARD_73 AVENUE,['Driver Inattention/Distraction'],['Sedan']
,,40.706573,-73.922874,"(40.706573, -73.922874)",WYCKOFF AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4458030,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2021-09-14 11:17:00,11,Tuesday,9,WYCKOFF AVENUE,"['Failure to Yield Right-of-Way', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle']"
MANHATTAN,10003,40.73543,-73.98271,"(40.73543, -73.98271)",2 AVENUE,EAST 19 STREET,1,0,0,0,0,0,1,0,,,,,,4458716,,,,,,2021-05-22 16:30:00,16,Saturday,5,2 AVENUE_EAST 19 STREET,[],[]
BROOKLYN,11226,40.639305,-73.95898,"(40.639305, -73.95898)",OCEAN AVENUE,DITMAS AVENUE,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4458857,Sedan,Sedan,,,,2021-09-17 17:45:00,17,Friday,9,OCEAN AVENUE_DITMAS AVENUE,"['Alcohol Involvement', 'Unspecified']","['Sedan', 'Sedan']"
,,40.84482,-73.837,"(40.84482, -73.837)",HUTCHINSON RIVER PARKWAY,,4,0,0,0,0,0,4,0,Unspecified,Unspecified,,,,4458014,Sedan,Station Wagon/Sport Utility Vehicle,,,,2021-09-16 14:53:00,14,Thursday,9,HUTCHINSON RIVER PARKWAY,['Unspecified'],"['Sedan', 'Station Wagon/Sport Utility Vehicle']"
MANHATTAN,10002,40.71436,-73.98652,"(40.71436, -73.98652)",,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4457908,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2021-09-16 14:45:00,14,Thursday,9,233       EAST BROADWAY,"['Driver Inattention/Distraction', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle']"
BROOKLYN,11221,40.68948,-73.93515,"(40.68948, -73.93515)",,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4458812,Sedan,,,,,2021-09-08 20:05:00,20,Wednesday,9,578A      LEXINGTON AVENUE,['Driver Inattention/Distraction'],['Sedan']
BROOKLYN,11206,40.710094,-73.93722,"(40.710094, -73.93722)",WATERBURY STREET,STAGG STREET,1,0,0,0,0,0,1,0,Passing Too Closely,Unspecified,,,,4458201,Van,Sedan,,,,2021-09-17 08:00:00,8,Friday,9,WATERBURY STREET_STAGG STREET,"['Passing Too Closely', 'Unspecified']","['Van', 'Sedan']"
,,,,,BELT PARKWAY RAMP,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4458151,Station Wagon/Sport Utility Vehicle,,,,,2021-09-16 18:02:00,18,Thursday,9,BELT PARKWAY RAMP,['Driver Inattention/Distraction'],['Station Wagon/Sport Utility Vehicle']
,,40.701187,-73.80789,"(40.701187, -73.80789)",91 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,4457885,Bus,,,,,2021-09-16 14:51:00,14,Thursday,9,91 AVENUE,['Unspecified'],['Bus']
BRONX,10458,40.852413,-73.88438,"(40.852413, -73.88438)",,,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,,,,4458956,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2021-09-17 20:40:00,20,Friday,9,2314      CROTONA AVENUE,"['Driver Inexperience', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle']"
,,40.64644,-73.91289,"(40.64644, -73.91289)",REMSEN AVENUE,AVENUE D,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4457286,Sedan,Sedan,,,,2021-09-15 01:55:00,1,Wednesday,9,REMSEN AVENUE_AVENUE D,"['Turning Improperly', 'Unspecified']","['Sedan', 'Sedan']"
MANHATTAN,10013,40.71697,-73.998245,"(40.71697, -73.998245)",,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4458586,Sedan,Station Wagon/Sport Utility Vehicle,,,,2021-09-17 20:30:00,20,Friday,9,196       CANAL STREET,['Driver Inattention/Distraction'],"['Sedan', 'Station Wagon/Sport Utility Vehicle']"
QUEENS,11365,40.734543,-73.80296,"(40.734543, -73.80296)",,,0,0,0,0,0,0,0,0,Unspecified,,,,,4458238,Sedan,,,,,2021-09-17 19:28:00,19,Friday,9,67-37     166 STREET,['Unspecified'],['Sedan']
,,,,,BROOKLYN QUEENS EXPRESSWAY,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Following Too Closely,Following Too Closely,,,4458377,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,2021-05-14 13:17:00,13,Friday,5,BROOKLYN QUEENS EXPRESSWAY,"['Reaction to Uninvolved Vehicle', 'Following Too Closely']","['Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle']"
BROOKLYN,11215,40.66079,-73.99401,"(40.66079, -73.99401)",22 STREET,5 AVENUE,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4457624,Ambulance,Sedan,,,,2021-09-15 10:40:00,10,Wednesday,9,22 STREET_5 AVENUE,"['Following Too Closely', 'Unspecified']","['Ambulance', 'Sedan']"
QUEENS,11366,40.726593,-73.809685,"(40.726593, -73.809685)",,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4458164,Sedan,Pick-up Truck,,,,2021-09-17 02:00:00,2,Friday,9,158-50    75 AVENUE,['Unspecified'],"['Sedan', 'Pick-up Truck']"
QUEENS,11373,40.734375,-73.87342,"(40.734375, -73.87342)",QUEENS BOULEVARD,57 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4458035,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,,2021-09-16 14:45:00,14,Thursday,9,QUEENS BOULEVARD_57 AVENUE,"['Driver Inattention/Distraction', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Pick-up Truck']"
,,40.65488,-73.96189,"(40.65488, -73.96189)",PARKSIDE AVENUE,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Driver Inattention/Distraction,,,,4458091,Pick-up Truck,Bike,,,,2021-09-13 00:00:00,0,Monday,9,PARKSIDE AVENUE,"['Pedestrian/Bicyclist/Other Pedestrian Error/Confusion', 'Driver Inattention/Distraction']","['Pick-up Truck', 'Bike']"
BROOKLYN,11212,40.670094,-73.907974,"(40.670094, -73.907974)",WATKINS STREET,PITKIN AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4485575,Sedan,,,,,2021-12-10 09:15:00,9,Friday,12,WATKINS STREET_PITKIN AVENUE,"['Driver Inattention/Distraction', 'Unspecified']",['Sedan']
BROOKLYN,11215,40.65638,-73.98066,"(40.65638, -73.98066)",18 STREET,10 AVENUE,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,,4457754,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,2021-09-15 14:00:00,14,Wednesday,9,18 STREET_10 AVENUE,"['Unsafe Speed', 'Unspecified']","['Sedan', 'Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle', 'Sedan']"
BROOKLYN,11220,,,,58 STREET,2 AVENUE,1,0,0,0,0,0,1,0,Unspecified,,,,,4458206,Sedan,,,,,2021-09-17 11:40:00,11,Friday,9,58 STREET_2 AVENUE,['Unspecified'],['Sedan']
,,40.730553,-73.84142,"(40.730553, -73.84142)",GRAND CENTRAL PKWY,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4458265,Sedan,Sedan,,,,2021-09-17 23:45:00,23,Friday,9,GRAND CENTRAL PKWY,"['Passing or Lane Usage Improper', 'Unspecified']","['Sedan', 'Sedan']"
BROOKLYN,11220,40.635303,-74.00617,"(40.635303, -74.00617)",58 STREET,9 AVENUE,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4458561,Station Wagon/Sport Utility Vehicle,Bike,,,,2021-09-17 14:00:00,14,Friday,9,58 STREET_9 AVENUE,['Unspecified'],"['Station Wagon/Sport Utility Vehicle', 'Bike']"
BROOKLYN,11209,40.622654,-74.02543,"(40.622654, -74.02543)",,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4457669,Sedan,,,,,2021-09-15 15:00:00,15,Wednesday,9,8419      5 AVENUE,"['Passing or Lane Usage Improper', 'Unspecified']",['Sedan']
,,40.703556,-73.78805,"(40.703556, -73.78805)",170 STREET,LIBERTY AVENUE,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Other Vehicular,,,,4458400,PK,Station Wagon/Sport Utility Vehicle,,,,2021-09-17 21:35:00,21,Friday,9,170 STREET_LIBERTY AVENUE,"['Failure to Yield Right-of-Way', 'Other Vehicular']","['PK', 'Station Wagon/Sport Utility Vehicle']"
BROOKLYN,11208,40.67691,-73.87945,"(40.67691, -73.87945)",,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4458499,Box Truck,Tow Truck / Wrecker,,,,2021-09-16 12:30:00,12,Thursday,9,816       LIBERTY AVENUE,['Unspecified'],"['Box Truck', 'Tow Truck / Wrecker']"
